Date,AAPL,AMZN,GOOGL
2017-03-31,143.66000400000001,886.5399779999999,847.7999880000001
2017-03-30,143.929993,876.340027,849.4799800000001
2017-03-29,144.119995,874.320007,849.8699949999999
2017-03-28,143.800003,856.0,840.6300050000001
2017-03-27,140.880005,846.820007,838.51001
2017-03-24,140.639999,845.6099849999999,835.1400150000001
2017-03-23,140.919998,847.3800050000001,839.650024
2017-03-22,141.419998,848.0599980000001,849.7999880000001
2017-03-21,139.83999599999999,843.2000119999999,850.1400150000001
2017-03-20,141.46000700000002,856.9699710000001,867.909973
2017-03-17,139.990005,852.3099980000001,872.3699949999999
2017-03-16,140.690002,853.419983,870.0
2017-03-15,140.46000700000002,852.9699710000001,868.3900150000001
2017-03-14,138.990005,852.5300289999999,865.909973
2017-03-13,139.199997,854.590027,864.580017
2017-03-10,139.139999,852.4600220000001,861.409973
2017-03-09,138.679993,853.0,857.840027
2017-03-08,139.0,850.5,853.6400150000001
2017-03-07,139.520004,846.0200199999999,851.150024
2017-03-06,139.33999599999999,846.6099849999999,847.2700199999999
2017-03-03,139.779999,849.8800050000001,849.080017
2017-03-02,138.96000700000002,848.909973,849.849976
2017-03-01,139.78999299999998,853.080017,856.75
2017-02-28,136.990005,845.0399779999999,844.929993
2017-02-27,136.929993,848.6400150000001,849.669983
2017-02-24,136.66000400000001,845.23999,847.8099980000001
2017-02-23,136.529999,852.1900019999999,851.0
2017-02-22,137.110001,855.6099849999999,851.3599849999999
2017-02-21,136.699997,856.4400019999999,849.2700199999999
2017-02-17,135.720001,845.070007,846.5499880000001
2017-02-16,135.350006,844.1400150000001,842.169983
2017-02-15,135.509995,842.7000119999999,837.320007
2017-02-14,135.020004,836.3900150000001,840.0300289999999
2017-02-13,133.28999299999998,836.530029,838.9600220000001
2017-02-10,132.119995,827.460022,834.849976
2017-02-09,132.419998,821.3599849999999,830.0599980000001
2017-02-08,132.03999299999998,819.710022,829.880005
2017-02-07,131.529999,812.5,829.22998
2017-02-06,130.28999299999998,807.6400150000001,821.619995
2017-02-03,129.080002,810.200012,820.130005
2017-02-02,128.529999,839.9500119999999,818.26001
2017-02-01,128.75,832.349976,815.23999
2017-01-31,121.349998,823.47998,820.1900019999999
2017-01-30,121.629997,830.380005,823.830017
2017-01-27,121.949997,835.77002,845.0300289999999
2017-01-26,121.940002,839.150024,856.9799800000001
2017-01-25,121.879997,836.52002,858.4500119999999
2017-01-24,119.970001,822.4400019999999,849.5300289999999
2017-01-23,120.08000200000001,817.880005,844.429993
2017-01-20,120.0,808.330017,828.169983
2017-01-19,119.779999,809.039978,824.369995
2017-01-18,119.989998,807.47998,829.02002
2017-01-17,120.0,809.719971,827.460022
2017-01-13,119.040001,817.1400150000001,830.9400019999999
2017-01-12,119.25,813.6400150000001,829.530029
2017-01-11,119.75,799.02002,829.8599849999999
2017-01-10,119.110001,795.900024,826.01001
2017-01-09,118.989998,796.919983,827.179993
2017-01-06,117.910004,795.98999,825.210022
2017-01-05,116.610001,780.450012,813.02002
2017-01-04,116.019997,757.179993,807.77002
2017-01-03,116.150002,753.669983,808.01001
